"Campaign name",Age,Gender,Day,"Delivery status","Delivery level","Ad set name","Attribution setting","Result Type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)","Clicks (all)","Reporting starts","Reporting ends"
"B5 Engagement campaign",18-24,male,2023-05-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,3620,3655,0.3775,-,-,-,1.51,17,2023-05-01,2023-05-01
"B5 Engagement campaign",25-34,male,2023-05-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,3468,3659,1.44,-,-,-,1.44,13,2023-05-01,2023-05-01
"B5 Engagement campaign",45-54,unknown,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,6,6,,-,-,-,0,0,2023-05-01,2023-05-01
"B5 Engagement campaign",55-64,female,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,14,14,,-,-,-,0,0,2023-05-01,2023-05-01
"B5 Engagement campaign",45-54,male,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,248,250,,-,-,-,0.13,0,2023-05-01,2023-05-01
"B5 Engagement campaign",18-24,unknown,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,48,48,,-,-,-,0,0,2023-05-01,2023-05-01
"B5 Engagement campaign",65+,female,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,68,68,,-,-,-,0.02,0,2023-05-01,2023-05-01
"B5 Engagement campaign",55-64,male,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,64,92,,-,-,-,0.15,0,2023-05-01,2023-05-01
"B5 Engagement campaign",45-54,female,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,44,58,,-,-,-,0.02,1,2023-05-01,2023-05-01
"B5 Engagement campaign",25-34,unknown,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,39,39,,-,-,-,0.01,0,2023-05-01,2023-05-01
"24 New Engagement campaign",35-44,unknown,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,2,4,,-,-,-,0,0,2023-04-30,2023-04-30
"23 New Engagement campaign",18-24,female,2023-04-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,0,0,0,-,-,-,0,0,2023-04-30,2023-04-30
"24 New Engagement campaign",45-54,unknown,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2023-04-30,2023-04-30
"24 New Engagement campaign",18-24,female,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,2046,2101,,-,-,-,1.38,15,2023-04-30,2023-04-30
"24 New Engagement campaign",65+,male,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,214,260,,-,-,-,0.19,2,2023-04-30,2023-04-30
"24 New Engagement campaign",35-44,male,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,634,648,,-,-,-,0.38,1,2023-04-30,2023-04-30
"24 New Engagement campaign",35-44,female,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,448,467,,-,-,-,0.45,6,2023-04-30,2023-04-30
"24 New Engagement campaign",45-54,female,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,180,181,,-,-,-,0.19,2,2023-04-30,2023-04-30
"24 New Engagement campaign",55-64,male,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,62,72,,-,-,-,0.08,0,2023-04-30,2023-04-30
"24 New Engagement campaign",18-24,unknown,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,15,15,,-,-,-,0.01,2,2023-04-30,2023-04-30
"24 New Engagement campaign",45-54,male,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,179,179,,-,-,-,0.12,0,2023-04-30,2023-04-30
"24 New Engagement campaign",25-34,unknown,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,8,10,,-,-,-,0.03,0,2023-04-30,2023-04-30
"24 New Engagement campaign",65+,unknown,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0.01,0,2023-04-30,2023-04-30
"24 New Engagement campaign",55-64,unknown,2023-04-30,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-04-30,2023-04-30
"24 New Engagement campaign",25-34,male,2023-04-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,2238,2322,0.635,-,-,-,1.27,13,2023-04-30,2023-04-30
"24 New Engagement campaign",65+,female,2023-04-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,166,188,0.07,-,-,-,0.14,3,2023-04-30,2023-04-30
"24 New Engagement campaign",25-34,female,2023-04-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1538,1606,0.4,-,-,-,1.2,29,2023-04-30,2023-04-30
"24 New Engagement campaign",55-64,female,2023-04-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,62,67,0.06,-,-,-,0.06,1,2023-04-30,2023-04-30
"24 New Engagement campaign",18-24,male,2023-04-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1632,1633,0.74,-,-,-,0.74,6,2023-04-30,2023-04-30
"23 New Engagement campaign",25-34,female,2023-04-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,3362,3467,0.5525,-,-,-,2.21,44,2023-04-29,2023-04-29
"24 New Engagement campaign",65+,male,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,362,362,,-,-,-,0.28,3,2023-04-29,2023-04-29
"24 New Engagement campaign",55-64,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,65,65,,-,-,-,0.07,0,2023-04-29,2023-04-29
"24 New Engagement campaign",25-34,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,1596,1769,,-,-,-,1.2,29,2023-04-29,2023-04-29
"24 New Engagement campaign",45-54,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,168,213,,-,-,-,0.28,3,2023-04-29,2023-04-29
"23 New Engagement campaign",65+,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,340,372,,-,-,-,0.33,4,2023-04-29,2023-04-29
"23 New Engagement campaign",55-64,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,136,148,,-,-,-,0.12,1,2023-04-29,2023-04-29
"23 New Engagement campaign",35-44,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,962,1031,,-,-,-,0.65,13,2023-04-29,2023-04-29
"23 New Engagement campaign",45-54,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,392,408,,-,-,-,0.5,3,2023-04-29,2023-04-29
"23 New Engagement campaign",18-24,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,3940,4057,,-,-,-,2.32,57,2023-04-29,2023-04-29
"24 New Engagement campaign",25-34,unknown,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,32,43,,-,-,-,0.07,2,2023-04-29,2023-04-29
"24 New Engagement campaign",35-44,female,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,484,503,,-,-,-,0.41,4,2023-04-29,2023-04-29
"24 New Engagement campaign",18-24,female,2023-04-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,2696,2818,0.65666667,-,-,-,1.97,39,2023-04-29,2023-04-29
"24 New Engagement campaign",45-54,unknown,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,8,8,,-,-,-,0.01,0,2023-04-29,2023-04-29
"24 New Engagement campaign",55-64,unknown,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,7,7,,-,-,-,0.01,0,2023-04-29,2023-04-29
"24 New Engagement campaign",35-44,unknown,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,10,10,,-,-,-,0.01,0,2023-04-29,2023-04-29
"24 New Engagement campaign",65+,unknown,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,5,5,,-,-,-,0.01,0,2023-04-29,2023-04-29
"24 New Engagement campaign",18-24,male,2023-04-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,3712,3712,1.92,-,-,-,1.92,26,2023-04-29,2023-04-29
"24 New Engagement campaign",35-44,male,2023-04-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1100,1193,0.79,-,-,-,0.79,5,2023-04-29,2023-04-29
"24 New Engagement campaign",45-54,male,2023-04-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,356,412,0.29,-,-,-,0.29,4,2023-04-29,2023-04-29
"24 New Engagement campaign",65+,female,2023-04-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,179,179,0.07,-,-,-,0.07,7,2023-04-29,2023-04-29
"24 New Engagement campaign",25-34,male,2023-04-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,4188,4267,0.84666667,-,-,-,2.54,32,2023-04-29,2023-04-29
"24 New Engagement campaign",55-64,male,2023-04-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,140,145,0.07,-,-,-,0.07,3,2023-04-29,2023-04-29
"24 New Engagement campaign",18-24,unknown,2023-04-29,completed,campaign,,"7-day click or 1-day view",,,40,53,,-,-,-,0.02,1,2023-04-29,2023-04-29
"23 New Engagement campaign",18-24,female,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,7068,7273,0.896,-,-,-,4.48,77,2023-04-28,2023-04-28
"24 New Engagement campaign",55-64,female,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,65,65,,-,-,-,0.05,0,2023-04-28,2023-04-28
"24 New Engagement campaign",65+,male,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,356,462,,-,-,-,0.24,2,2023-04-28,2023-04-28
"24 New Engagement campaign",35-44,male,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,1316,1445,,-,-,-,0.78,13,2023-04-28,2023-04-28
"24 New Engagement campaign",65+,unknown,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2023-04-28,2023-04-28
"24 New Engagement campaign",45-54,female,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,144,166,,-,-,-,0.14,1,2023-04-28,2023-04-28
"23 New Engagement campaign",35-44,female,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,1484,1570,0.258,-,-,-,1.29,22,2023-04-28,2023-04-28
"23 New Engagement campaign",25-34,female,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,5752,5841,0.845,-,-,-,3.38,78,2023-04-28,2023-04-28
"23 New Engagement campaign",45-54,female,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,648,660,,-,-,-,0.62,3,2023-04-28,2023-04-28
"23 New Engagement campaign",55-64,female,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,268,268,0.21,-,-,-,0.21,3,2023-04-28,2023-04-28
"23 New Engagement campaign",65+,female,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,564,578,,-,-,-,0.4,5,2023-04-28,2023-04-28
"24 New Engagement campaign",35-44,female,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,452,452,,-,-,-,0.32,3,2023-04-28,2023-04-28
"24 New Engagement campaign",18-24,male,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,5252,5252,0.76333333,-,-,-,2.29,30,2023-04-28,2023-04-28
"24 New Engagement campaign",65+,female,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,144,160,,-,-,-,0.11,3,2023-04-28,2023-04-28
"24 New Engagement campaign",35-44,unknown,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,12,12,,-,-,-,0,1,2023-04-28,2023-04-28
"24 New Engagement campaign",55-64,male,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,148,155,,-,-,-,0.18,2,2023-04-28,2023-04-28
"24 New Engagement campaign",45-54,unknown,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,8,8,,-,-,-,0.01,0,2023-04-28,2023-04-28
"24 New Engagement campaign",18-24,unknown,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,58,58,,-,-,-,0.04,0,2023-04-28,2023-04-28
"24 New Engagement campaign",55-64,unknown,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2023-04-28,2023-04-28
"24 New Engagement campaign",25-34,female,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1836,1842,1.22,-,-,-,1.22,24,2023-04-28,2023-04-28
"24 New Engagement campaign",18-24,female,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,2576,2688,0.805,-,-,-,1.61,31,2023-04-28,2023-04-28
"24 New Engagement campaign",25-34,male,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,5808,5813,0.86666667,-,-,-,2.6,49,2023-04-28,2023-04-28
"24 New Engagement campaign",45-54,male,2023-04-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,498,498,0.18,-,-,-,0.36,3,2023-04-28,2023-04-28
"24 New Engagement campaign",25-34,unknown,2023-04-28,completed,campaign,,"7-day click or 1-day view",,,46,46,,-,-,-,0.04,0,2023-04-28,2023-04-28
"24 New Engagement campaign",65+,unknown,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,0,6,,-,-,-,0,0,2023-04-27,2023-04-27
"24 New Engagement campaign",35-44,female,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,429,429,,-,-,-,0.22,3,2023-04-27,2023-04-27
"24 New Engagement campaign",55-64,female,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,57,57,,-,-,-,0.07,1,2023-04-27,2023-04-27
"24 New Engagement campaign",25-34,unknown,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,42,42,,-,-,-,0.03,1,2023-04-27,2023-04-27
"24 New Engagement campaign",35-44,male,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,1604,1702,,-,-,-,0.83,7,2023-04-27,2023-04-27
"23 New Engagement campaign",18-24,female,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,6336,6512,,-,-,-,3.89,62,2023-04-27,2023-04-27
"23 New Engagement campaign",25-34,female,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",7,5112,5295,0.45,-,-,-,3.15,77,2023-04-27,2023-04-27
"23 New Engagement campaign",35-44,female,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1684,1694,1.09,-,-,-,1.09,15,2023-04-27,2023-04-27
"23 New Engagement campaign",55-64,female,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,244,286,,-,-,-,0.31,1,2023-04-27,2023-04-27
"23 New Engagement campaign",65+,female,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,564,591,,-,-,-,0.58,5,2023-04-27,2023-04-27
"23 New Engagement campaign",45-54,female,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,664,762,,-,-,-,0.7,6,2023-04-27,2023-04-27
"24 New Engagement campaign",18-24,unknown,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,59,59,,-,-,-,0.06,1,2023-04-27,2023-04-27
"24 New Engagement campaign",65+,female,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,120,130,,-,-,-,0.11,1,2023-04-27,2023-04-27
"24 New Engagement campaign",55-64,male,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,192,214,,-,-,-,0.14,0,2023-04-27,2023-04-27
"24 New Engagement campaign",35-44,unknown,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,12,14,,-,-,-,0.02,0,2023-04-27,2023-04-27
"24 New Engagement campaign",55-64,unknown,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2023-04-27,2023-04-27
"24 New Engagement campaign",45-54,male,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,512,608,0.48,-,-,-,0.48,4,2023-04-27,2023-04-27
"24 New Engagement campaign",65+,male,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,484,505,0.29,-,-,-,0.29,4,2023-04-27,2023-04-27
"24 New Engagement campaign",45-54,unknown,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,9,9,0,-,-,-,0,2,2023-04-27,2023-04-27
"24 New Engagement campaign",25-34,female,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,1396,1578,0.475,-,-,-,0.95,30,2023-04-27,2023-04-27
"24 New Engagement campaign",18-24,female,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,2372,2498,1.46,-,-,-,1.46,24,2023-04-27,2023-04-27
"24 New Engagement campaign",18-24,male,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,4648,4983,2.15,-,-,-,2.15,34,2023-04-27,2023-04-27
"24 New Engagement campaign",25-34,male,2023-04-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,5744,5827,1.36,-,-,-,2.72,34,2023-04-27,2023-04-27
"24 New Engagement campaign",45-54,female,2023-04-27,completed,campaign,,"7-day click or 1-day view",,,132,168,,-,-,-,0.11,3,2023-04-27,2023-04-27
"24 New Engagement campaign",65+,male,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,572,601,,-,-,-,0.19,4,2023-04-26,2023-04-26
"24 New Engagement campaign",65+,female,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,152,159,,-,-,-,0.12,0,2023-04-26,2023-04-26
"24 New Engagement campaign",45-54,male,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,745,745,,-,-,-,0.47,5,2023-04-26,2023-04-26
"24 New Engagement campaign",55-64,female,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,76,76,,-,-,-,0.06,0,2023-04-26,2023-04-26
"24 New Engagement campaign",35-44,male,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,1832,1916,,-,-,-,0.92,11,2023-04-26,2023-04-26
"23 New Engagement campaign",65+,female,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,560,593,,-,-,-,0.32,6,2023-04-26,2023-04-26
"23 New Engagement campaign",18-24,female,2023-04-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,7036,7434,0.842,-,-,-,4.21,63,2023-04-26,2023-04-26
"23 New Engagement campaign",25-34,female,2023-04-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,5260,5596,0.52333333,-,-,-,3.14,83,2023-04-26,2023-04-26
"23 New Engagement campaign",45-54,female,2023-04-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,880,942,0.39,-,-,-,0.78,16,2023-04-26,2023-04-26
"23 New Engagement campaign",35-44,female,2023-04-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1924,1999,0.32,-,-,-,1.28,17,2023-04-26,2023-04-26
"23 New Engagement campaign",55-64,female,2023-04-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,364,364,0.31,-,-,-,0.31,5,2023-04-26,2023-04-26
"24 New Engagement campaign",45-54,female,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,187,187,,-,-,-,0.13,2,2023-04-26,2023-04-26
"24 New Engagement campaign",18-24,unknown,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,100,100,,-,-,-,0.01,0,2023-04-26,2023-04-26
"24 New Engagement campaign",45-54,unknown,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,17,17,,-,-,-,0,2,2023-04-26,2023-04-26
"24 New Engagement campaign",65+,unknown,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,10,10,,-,-,-,0.01,0,2023-04-26,2023-04-26
"24 New Engagement campaign",55-64,unknown,2023-04-26,completed,campaign,,"7-day click or 1-day view",,,5,5,,-,-,-,0,0,2023-04-26,2023-04-26
"24 New Engagement campaign",25-34,unknown,2023-04-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,64,68,0.01,-,-,-,0.01,3,2023-04-26,2023-04-26
"24 New Engagement campaign",18-24,male,2023-04-26,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,6316,6517,0.7225,-,-,-,2.89,45,2023-04-26,2023-04-26
