"Campaign name",Age,Gender,Day,"Delivery status","Delivery level","Ad set name","Attribution setting","Result Type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)","Clicks (all)","Reporting starts","Reporting ends"
"May Engagement campaign",65+,female,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,584,613,,-,-,-,0.34,7,2023-05-08,2023-05-08
"B5 Engagement campaign",25-34,female,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,340,361,,-,-,-,0.3,8,2023-05-08,2023-05-08
"May Engagement campaign",55-64,female,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,362,362,,-,-,-,0.25,11,2023-05-08,2023-05-08
"B5 Engagement campaign",45-54,female,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,22,26,,-,-,-,0.01,1,2023-05-08,2023-05-08
"B5 Engagement campaign",55-64,unknown,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-05-08,2023-05-08
"B5 Engagement campaign",35-44,female,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,66,73,,-,-,-,0.09,4,2023-05-08,2023-05-08
"B5 Engagement campaign",25-34,male,2023-05-08,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,4083,4145,0.965,-,-,-,1.93,36,2023-05-08,2023-05-08
"B5 Engagement campaign",18-24,male,2023-05-08,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,3066,3066,1.42,-,-,-,1.42,18,2023-05-08,2023-05-08
"B5 Engagement campaign",65+,male,2023-05-08,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,350,350,0.18,-,-,-,0.18,2,2023-05-08,2023-05-08
"B5 Engagement campaign",18-24,female,2023-05-08,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,476,512,0.42,-,-,-,0.42,4,2023-05-08,2023-05-08
"B5 Engagement campaign",65+,unknown,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-05-08,2023-05-08
"B5 Engagement campaign",45-54,unknown,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-05-08,2023-05-08
"B5 Engagement campaign",35-44,unknown,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,4,5,,-,-,-,0,0,2023-05-08,2023-05-08
"B5 Engagement campaign",25-34,unknown,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,24,28,,-,-,-,0.01,1,2023-05-08,2023-05-08
"B5 Engagement campaign",18-24,unknown,2023-05-08,completed,campaign,,"7-day click or 1-day view",,,18,26,,-,-,-,0.02,0,2023-05-08,2023-05-08
"B5 Engagement campaign",18-24,unknown,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,24,24,,-,-,-,0.02,0,2023-05-07,2023-05-07
"May Engagement campaign",65+,female,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,688,758,,-,-,-,0.39,6,2023-05-07,2023-05-07
"May Engagement campaign",35-44,female,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,2188,2360,,-,-,-,1.31,23,2023-05-07,2023-05-07
"May Engagement campaign",55-64,female,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,389,389,,-,-,-,0.36,2,2023-05-07,2023-05-07
"May Engagement campaign",18-24,female,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,6096,6258,0.915,-,-,-,3.66,40,2023-05-07,2023-05-07
"May Engagement campaign",25-34,female,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",7,6204,6581,0.55142857,-,-,-,3.86,61,2023-05-07,2023-05-07
"May Engagement campaign",45-54,female,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,888,959,0.23666667,-,-,-,0.71,7,2023-05-07,2023-05-07
"B5 Engagement campaign",35-44,unknown,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,0,2,,-,-,-,0,0,2023-05-07,2023-05-07
"B5 Engagement campaign",45-54,male,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,180,224,,-,-,-,0.2,0,2023-05-07,2023-05-07
"B5 Engagement campaign",65+,male,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,308,308,,-,-,-,0.25,2,2023-05-07,2023-05-07
"B5 Engagement campaign",65+,unknown,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2023-05-07,2023-05-07
"B5 Engagement campaign",25-34,unknown,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,8,11,,-,-,-,0,0,2023-05-07,2023-05-07
"B5 Engagement campaign",35-44,female,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,32,39,,-,-,-,0.02,0,2023-05-07,2023-05-07
"B5 Engagement campaign",18-24,male,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,2656,2735,0.665,-,-,-,1.33,13,2023-05-07,2023-05-07
"B5 Engagement campaign",18-24,female,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,324,365,0.17,-,-,-,0.34,11,2023-05-07,2023-05-07
"B5 Engagement campaign",35-44,male,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,732,808,0.205,-,-,-,0.41,5,2023-05-07,2023-05-07
"B5 Engagement campaign",25-34,male,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,3594,3620,0.51,-,-,-,2.04,33,2023-05-07,2023-05-07
"B5 Engagement campaign",55-64,male,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,94,96,0.025,-,-,-,0.05,4,2023-05-07,2023-05-07
"B5 Engagement campaign",25-34,female,2023-05-07,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,230,261,0.135,-,-,-,0.27,9,2023-05-07,2023-05-07
"B5 Engagement campaign",45-54,unknown,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-05-07,2023-05-07
"B5 Engagement campaign",55-64,female,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,6,6,,-,-,-,0,1,2023-05-07,2023-05-07
"B5 Engagement campaign",65+,female,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,14,23,,-,-,-,0,0,2023-05-07,2023-05-07
"B5 Engagement campaign",45-54,female,2023-05-07,completed,campaign,,"7-day click or 1-day view",,,10,11,,-,-,-,0.02,0,2023-05-07,2023-05-07
"B5 Engagement campaign",35-44,female,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,32,38,,-,-,-,0.04,1,2023-05-06,2023-05-06
"May Engagement campaign",35-44,female,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,2252,2306,0.32,-,-,-,1.6,24,2023-05-06,2023-05-06
"May Engagement campaign",25-34,female,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,5660,5935,0.834,-,-,-,4.17,61,2023-05-06,2023-05-06
"May Engagement campaign",55-64,female,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,425,425,0.32,-,-,-,0.32,3,2023-05-06,2023-05-06
"May Engagement campaign",65+,female,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,749,749,0.58,-,-,-,0.58,5,2023-05-06,2023-05-06
"May Engagement campaign",18-24,female,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,4820,5025,0.53333333,-,-,-,3.2,40,2023-05-06,2023-05-06
"B5 Engagement campaign",65+,male,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,284,291,,-,-,-,0.15,3,2023-05-06,2023-05-06
"B5 Engagement campaign",25-34,female,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,220,229,,-,-,-,0.18,10,2023-05-06,2023-05-06
"B5 Engagement campaign",18-24,female,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,328,400,,-,-,-,0.31,6,2023-05-06,2023-05-06
"B5 Engagement campaign",65+,female,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,24,24,,-,-,-,0.04,0,2023-05-06,2023-05-06
"B5 Engagement campaign",25-34,unknown,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,16,17,,-,-,-,0,0,2023-05-06,2023-05-06
"May Engagement campaign",45-54,female,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,1016,1054,,-,-,-,0.72,4,2023-05-06,2023-05-06
"B5 Engagement campaign",18-24,unknown,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,20,20,,-,-,-,0.02,0,2023-05-06,2023-05-06
"B5 Engagement campaign",45-54,female,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,12,16,,-,-,-,0.02,0,2023-05-06,2023-05-06
"B5 Engagement campaign",35-44,unknown,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2023-05-06,2023-05-06
"B5 Engagement campaign",65+,unknown,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0.01,0,2023-05-06,2023-05-06
"B5 Engagement campaign",45-54,unknown,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2023-05-06,2023-05-06
"B5 Engagement campaign",35-44,male,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,610,654,0.18333333,-,-,-,0.55,8,2023-05-06,2023-05-06
"B5 Engagement campaign",18-24,male,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,2530,2687,0.55,-,-,-,1.65,29,2023-05-06,2023-05-06
"B5 Engagement campaign",55-64,male,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,90,92,0.1,-,-,-,0.1,3,2023-05-06,2023-05-06
"B5 Engagement campaign",45-54,male,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,179,179,0.17,-,-,-,0.17,1,2023-05-06,2023-05-06
"B5 Engagement campaign",25-34,male,2023-05-06,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",11,2998,3091,0.19636364,-,-,-,2.16,35,2023-05-06,2023-05-06
"B5 Engagement campaign",55-64,female,2023-05-06,completed,campaign,,"7-day click or 1-day view",,,11,11,,-,-,-,0.01,0,2023-05-06,2023-05-06
"B5 Engagement campaign",45-54,unknown,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,0,2,,-,-,-,0,0,2023-05-05,2023-05-05
"B5 Engagement campaign",18-24,female,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,622,627,,-,-,-,0.4,10,2023-05-05,2023-05-05
"B5 Engagement campaign",45-54,male,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,199,199,,-,-,-,0.09,2,2023-05-05,2023-05-05
"B5 Engagement campaign",65+,female,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,34,34,,-,-,-,0.01,1,2023-05-05,2023-05-05
"May Engagement campaign",65+,female,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,729,729,,-,-,-,0.49,3,2023-05-05,2023-05-05
"May Engagement campaign",18-24,female,2023-05-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,4944,5136,0.594,-,-,-,2.97,56,2023-05-05,2023-05-05
"May Engagement campaign",25-34,female,2023-05-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,5932,6008,0.955,-,-,-,3.82,54,2023-05-05,2023-05-05
"May Engagement campaign",35-44,female,2023-05-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,2084,2139,1.5,-,-,-,1.5,17,2023-05-05,2023-05-05
"May Engagement campaign",55-64,female,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,359,359,,-,-,-,0.46,2,2023-05-05,2023-05-05
"B5 Engagement campaign",55-64,male,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,85,85,,-,-,-,0.08,0,2023-05-05,2023-05-05
"B5 Engagement campaign",35-44,male,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,646,725,,-,-,-,0.46,4,2023-05-05,2023-05-05
"May Engagement campaign",45-54,female,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,832,929,,-,-,-,0.66,11,2023-05-05,2023-05-05
"B5 Engagement campaign",35-44,female,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,84,86,,-,-,-,0.08,4,2023-05-05,2023-05-05
"B5 Engagement campaign",35-44,unknown,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,5,5,,-,-,-,0,0,2023-05-05,2023-05-05
"B5 Engagement campaign",55-64,female,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,14,17,,-,-,-,0.05,1,2023-05-05,2023-05-05
"B5 Engagement campaign",65+,male,2023-05-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,302,326,0.16,-,-,-,0.16,5,2023-05-05,2023-05-05
"B5 Engagement campaign",18-24,male,2023-05-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,2468,2498,0.295,-,-,-,1.18,25,2023-05-05,2023-05-05
"B5 Engagement campaign",25-34,female,2023-05-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,398,431,0.43,-,-,-,0.43,9,2023-05-05,2023-05-05
"B5 Engagement campaign",25-34,male,2023-05-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,2920,3125,0.63666667,-,-,-,1.91,34,2023-05-05,2023-05-05
"B5 Engagement campaign",45-54,female,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,22,31,,-,-,-,0.05,1,2023-05-05,2023-05-05
"B5 Engagement campaign",65+,unknown,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0.01,0,2023-05-05,2023-05-05
"B5 Engagement campaign",55-64,unknown,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-05-05,2023-05-05
"B5 Engagement campaign",25-34,unknown,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,16,17,,-,-,-,0.02,1,2023-05-05,2023-05-05
"B5 Engagement campaign",18-24,unknown,2023-05-05,completed,campaign,,"7-day click or 1-day view",,,16,16,,-,-,-,0,0,2023-05-05,2023-05-05
"May Engagement campaign",55-64,female,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,390,390,,-,-,-,0.3,1,2023-05-04,2023-05-04
"May Engagement campaign",18-24,female,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,5124,5702,0.905,-,-,-,3.62,35,2023-05-04,2023-05-04
"May Engagement campaign",45-54,female,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,800,878,0.18,-,-,-,0.72,2,2023-05-04,2023-05-04
"May Engagement campaign",25-34,female,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,5652,5771,0.62833333,-,-,-,3.77,62,2023-05-04,2023-05-04
"May Engagement campaign",65+,female,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,584,681,0.39,-,-,-,0.39,6,2023-05-04,2023-05-04
"May Engagement campaign",35-44,female,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1816,1986,0.42333333,-,-,-,1.27,12,2023-05-04,2023-05-04
"B5 Engagement campaign",65+,male,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,234,250,,-,-,-,0.21,0,2023-05-04,2023-05-04
"B5 Engagement campaign",65+,female,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,42,51,,-,-,-,0.07,0,2023-05-04,2023-05-04
"B5 Engagement campaign",35-44,male,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,576,635,,-,-,-,0.46,5,2023-05-04,2023-05-04
"B5 Engagement campaign",55-64,female,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,17,17,,-,-,-,0,0,2023-05-04,2023-05-04
"B5 Engagement campaign",35-44,female,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,70,74,,-,-,-,0.04,3,2023-05-04,2023-05-04
"B5 Engagement campaign",45-54,female,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,22,32,,-,-,-,0.01,2,2023-05-04,2023-05-04
"B5 Engagement campaign",55-64,male,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,66,66,,-,-,-,0.07,0,2023-05-04,2023-05-04
"B5 Engagement campaign",35-44,unknown,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2023-05-04,2023-05-04
"B5 Engagement campaign",45-54,unknown,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2023-05-04,2023-05-04
"B5 Engagement campaign",65+,unknown,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-05-04,2023-05-04
"B5 Engagement campaign",25-34,unknown,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,4,9,,-,-,-,0.01,0,2023-05-04,2023-05-04
"B5 Engagement campaign",18-24,male,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,2368,2486,0.68,-,-,-,1.36,14,2023-05-04,2023-05-04
"B5 Engagement campaign",25-34,male,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,2586,2768,0.55,-,-,-,1.65,19,2023-05-04,2023-05-04
"B5 Engagement campaign",18-24,female,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,584,627,0.19,-,-,-,0.38,12,2023-05-04,2023-05-04
"B5 Engagement campaign",45-54,male,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,228,254,0.08,-,-,-,0.24,5,2023-05-04,2023-05-04
"B5 Engagement campaign",25-34,female,2023-05-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,416,416,0.36,-,-,-,0.36,13,2023-05-04,2023-05-04
"B5 Engagement campaign",18-24,unknown,2023-05-04,completed,campaign,,"7-day click or 1-day view",,,24,25,,-,-,-,0.03,0,2023-05-04,2023-05-04
"B5 Engagement campaign",65+,male,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,264,293,,-,-,-,0.18,4,2023-05-03,2023-05-03
"B5 Engagement campaign",18-24,female,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,440,460,,-,-,-,0.39,9,2023-05-03,2023-05-03
"B5 Engagement campaign",45-54,male,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,182,198,,-,-,-,0.17,4,2023-05-03,2023-05-03
"B5 Engagement campaign",25-34,female,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,282,305,,-,-,-,0.23,3,2023-05-03,2023-05-03
"May Engagement campaign",35-44,female,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,1440,1589,,-,-,-,1.08,6,2023-05-03,2023-05-03
"May Engagement campaign",25-34,female,2023-05-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,5068,5391,0.8175,-,-,-,3.27,47,2023-05-03,2023-05-03
"May Engagement campaign",18-24,female,2023-05-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",7,6276,6551,0.59142857,-,-,-,4.14,47,2023-05-03,2023-05-03
"May Engagement campaign",45-54,female,2023-05-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,651,651,0.66,-,-,-,0.66,9,2023-05-03,2023-05-03
"May Engagement campaign",65+,female,2023-05-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,536,611,0.43,-,-,-,0.43,6,2023-05-03,2023-05-03
"May Engagement campaign",55-64,female,2023-05-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,236,272,0.3,-,-,-,0.3,3,2023-05-03,2023-05-03
"B5 Engagement campaign",65+,female,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,32,33,,-,-,-,0.04,0,2023-05-03,2023-05-03
"B5 Engagement campaign",55-64,male,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,76,76,,-,-,-,0.05,0,2023-05-03,2023-05-03
"B5 Engagement campaign",18-24,unknown,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,18,18,,-,-,-,0.04,0,2023-05-03,2023-05-03
"B5 Engagement campaign",25-34,unknown,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,8,8,,-,-,-,0.01,0,2023-05-03,2023-05-03
"B5 Engagement campaign",35-44,female,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,50,50,,-,-,-,0.05,0,2023-05-03,2023-05-03
"B5 Engagement campaign",35-44,unknown,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2023-05-03,2023-05-03
"B5 Engagement campaign",45-54,female,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,8,27,,-,-,-,0.03,0,2023-05-03,2023-05-03
"B5 Engagement campaign",45-54,unknown,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0.01,0,2023-05-03,2023-05-03
"B5 Engagement campaign",25-34,male,2023-05-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,2658,2781,1.69,-,-,-,1.69,19,2023-05-03,2023-05-03
"B5 Engagement campaign",18-24,male,2023-05-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,2946,3100,0.328,-,-,-,1.64,23,2023-05-03,2023-05-03
"B5 Engagement campaign",35-44,male,2023-05-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,648,658,0.44,-,-,-,0.44,4,2023-05-03,2023-05-03
"B5 Engagement campaign",55-64,female,2023-05-03,completed,campaign,,"7-day click or 1-day view",,,6,6,,-,-,-,0,0,2023-05-03,2023-05-03
"May Engagement campaign",45-54,female,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,572,612,0.38,-,-,-,0.38,4,2023-05-02,2023-05-02
"B5 Engagement campaign",45-54,male,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,192,206,,-,-,-,0.17,2,2023-05-02,2023-05-02
"B5 Engagement campaign",35-44,male,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,718,765,,-,-,-,0.41,4,2023-05-02,2023-05-02
"B5 Engagement campaign",65+,male,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,288,328,,-,-,-,0.16,1,2023-05-02,2023-05-02
"B5 Engagement campaign",25-34,female,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,364,364,,-,-,-,0.31,7,2023-05-02,2023-05-02
"May Engagement campaign",65+,female,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,660,662,,-,-,-,0.48,4,2023-05-02,2023-05-02
"May Engagement campaign",25-34,female,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,5732,6089,0.98,-,-,-,2.94,76,2023-05-02,2023-05-02
"May Engagement campaign",35-44,female,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1472,1526,0.99,-,-,-,0.99,7,2023-05-02,2023-05-02
"May Engagement campaign",18-24,female,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,8376,9025,1.02,-,-,-,5.1,71,2023-05-02,2023-05-02
"May Engagement campaign",55-64,female,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,264,286,0.22,-,-,-,0.22,1,2023-05-02,2023-05-02
"B5 Engagement campaign",18-24,unknown,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,18,22,,-,-,-,0.02,0,2023-05-02,2023-05-02
"B5 Engagement campaign",25-34,unknown,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,18,18,,-,-,-,0,0,2023-05-02,2023-05-02
"B5 Engagement campaign",45-54,female,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,24,27,,-,-,-,0,0,2023-05-02,2023-05-02
"B5 Engagement campaign",18-24,male,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,3718,3973,0.53666667,-,-,-,1.61,23,2023-05-02,2023-05-02
"B5 Engagement campaign",55-64,male,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,56,68,,-,-,-,0.06,2,2023-05-02,2023-05-02
"B5 Engagement campaign",45-54,unknown,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2023-05-02,2023-05-02
"B5 Engagement campaign",55-64,female,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,9,9,,-,-,-,0,1,2023-05-02,2023-05-02
"B5 Engagement campaign",35-44,unknown,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2023-05-02,2023-05-02
"B5 Engagement campaign",65+,unknown,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2023-05-02,2023-05-02
"B5 Engagement campaign",55-64,unknown,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-05-02,2023-05-02
"B5 Engagement campaign",35-44,female,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,62,68,0.06,-,-,-,0.06,5,2023-05-02,2023-05-02
"B5 Engagement campaign",25-34,male,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,3318,3572,0.305,-,-,-,1.83,33,2023-05-02,2023-05-02
"B5 Engagement campaign",18-24,female,2023-05-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,434,487,0.31,-,-,-,0.31,10,2023-05-02,2023-05-02
"B5 Engagement campaign",65+,female,2023-05-02,completed,campaign,,"7-day click or 1-day view",,,36,38,,-,-,-,0.06,1,2023-05-02,2023-05-02
"B5 Engagement campaign",35-44,unknown,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,0,5,,-,-,-,0,0,2023-05-01,2023-05-01
"B5 Engagement campaign",25-34,female,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,756,806,,-,-,-,0.41,7,2023-05-01,2023-05-01
"B5 Engagement campaign",18-24,female,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,1092,1094,,-,-,-,0.49,5,2023-05-01,2023-05-01
"B5 Engagement campaign",65+,unknown,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,0,3,,-,-,-,0,0,2023-05-01,2023-05-01
"B5 Engagement campaign",35-44,female,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,152,184,,-,-,-,0.14,2,2023-05-01,2023-05-01
"May Engagement campaign",45-54,female,2023-05-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,608,662,0.53,-,-,-,0.53,14,2023-05-01,2023-05-01
"May Engagement campaign",18-24,female,2023-05-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,9155,9412,1.69333333,-,-,-,5.08,105,2023-05-01,2023-05-01
"May Engagement campaign",35-44,female,2023-05-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,1320,1440,0.49,-,-,-,0.98,12,2023-05-01,2023-05-01
"May Engagement campaign",25-34,female,2023-05-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,4624,5031,0.37833333,-,-,-,2.27,43,2023-05-01,2023-05-01
"May Engagement campaign",55-64,female,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,290,290,,-,-,-,0.15,2,2023-05-01,2023-05-01
"B5 Engagement campaign",35-44,male,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,878,878,,-,-,-,0.33,4,2023-05-01,2023-05-01
"May Engagement campaign",65+,female,2023-05-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,508,558,0.43,-,-,-,0.43,10,2023-05-01,2023-05-01
"B5 Engagement campaign",65+,male,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,232,285,,-,-,-,0.14,0,2023-05-01,2023-05-01
"B5 Engagement campaign",55-64,unknown,2023-05-01,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2023-05-01,2023-05-01
